config,median_tok_s,ttft_ms,itl_p50,itl_p95,quality_log,quality_index,bucket_rates,bucket_counts,n_eval_tasks,n_failed_eval_tasks,n_retries_recorded,success_rate,t_task_s,t_task_source,energy_gpu_wh,energy_note,energy_source,cost_note,cost_per_task_usd_low,cost_per_task_usd_high,price_band
phase63-c1-baseline;ts=1;1;1;1;th=8;par=1;ctx=16384;fa=auto;ctk=default;ctv=default;b=2048;ub=512;mmap=yes,17.73,,,,results/phase63/quality-final2.jsonl,0.7833,"{""math"": 1.0, ""instruction"": 0.8, ""coding"": 0.3333333333333333, ""longctx"": 1.0}","{""math"": 8, ""instruction"": 5, ""coding"": 3, ""longctx"": 3}",19,3,0,0.8421,14.435,measured_e2e,0.6698,snapshot-power proxy: one final power reading x task duration; NOT integrated energy and NOT a lower bound,snapshot_estimate,hypothetical price band x snapshot energy estimate; retries included via 1/success_rate; NOT measured billing or integrated energy,4e-05,0.000239,"[0.05, 0.3]"
