config,median_tok_s,ttft_ms,itl_p50,itl_p95,mem_per_card_mib,temp_core,temp_mem,power_w,quality_log,raw_log,decision
phase63-c1-baseline;ts=1;1;1;1;th=8;par=1;ctx=16384;fa=auto;ctk=default;ctv=default;b=2048;ub=512;mmap=yes,17.73,na,na,na,33342;42312;41646;32656,43,55,40.10;44.49;40.64;41.82,results/phase63/quality-final2.jsonl,results/phase63/speed-c1.jsonl,baseline-below-90pct-gate
