2026-09-02T12:01:38Z,1, 157.27 W, 48, 86 %, 50288 MiB
2026-09-02T12:01:38Z,2, 68.11 W, 47, 71 %, 51672 MiB
2026-09-02T12:01:38Z,3, 73.54 W, 48, 58 %, 60590 MiB
2026-09-02T12:01:39Z,0, 137.24 W, 48, 87 %, 51290 MiB
2026-09-02T12:01:39Z,1, 94.54 W, 48, 82 %, 50288 MiB
2026-09-02T12:01:39Z,2, 140.02 W, 47, 71 %, 51672 MiB
2026-09-02T12:01:39Z,3, 130.49 W, 48, 56 %, 60590 MiB
2026-09-02T12:01:40Z,0, 78.10 W, 48, 90 %, 51290 MiB
2026-09-02T12:01:40Z,1, 103.61 W, 49, 87 %, 50288 MiB
2026-09-02T12:01:40Z,2, 102.56 W, 47, 68 %, 51672 MiB
2026-09-02T12:01:40Z,3, 106.79 W, 48, 51 %, 60590 MiB
2026-09-02T12:01:41Z,0, 156.44 W, 48, 88 %, 51290 MiB
2026-09-02T12:01:41Z,1, 91.48 W, 49, 86 %, 50288 MiB
2026-09-02T12:01:41Z,2, 111.58 W, 47, 77 %, 51672 MiB
2026-09-02T12:01:41Z,3, 201.02 W, 48, 62 %, 60590 MiB
2026-09-02T12:01:42Z,0, 68.12 W, 48, 90 %, 51290 MiB
2026-09-02T12:01:42Z,1, 113.11 W, 49, 87 %, 50288 MiB
2026-09-02T12:01:42Z,2, 73.10 W, 48, 64 %, 51672 MiB
2026-09-02T12:01:42Z,3, 78.35 W, 48, 51 %, 60590 MiB
2026-09-02T12:01:43Z,0, 80.31 W, 48, 89 %, 51290 MiB
2026-09-02T12:01:43Z,1, 151.71 W, 49, 85 %, 50288 MiB
2026-09-02T12:01:43Z,2, 92.52 W, 48, 67 %, 51672 MiB
2026-09-02T12:01:43Z,3, 86.00 W, 49, 53 %, 60590 MiB
2026-09-02T12:01:44Z,0, 78.60 W, 48, 86 %, 51290 MiB
2026-09-02T12:01:44Z,1, 91.75 W, 49, 85 %, 50288 MiB
2026-09-02T12:01:44Z,2, 72.03 W, 48, 68 %, 51672 MiB
2026-09-02T12:01:44Z,3, 128.36 W, 48, 42 %, 60590 MiB
2026-09-02T12:01:45Z,0, 70.16 W, 48, 88 %, 51290 MiB
2026-09-02T12:01:45Z,1, 97.16 W, 49, 83 %, 50288 MiB
2026-09-02T12:01:45Z,2, 79.07 W, 48, 64 %, 51672 MiB
2026-09-02T12:01:45Z,3, 85.84 W, 48, 45 %, 60590 MiB
2026-09-02T12:01:47Z,0, 66.33 W, 48, 85 %, 51290 MiB
2026-09-02T12:01:47Z,1, 86.42 W, 49, 81 %, 50288 MiB
2026-09-02T12:01:47Z,2, 106.42 W, 48, 61 %, 51672 MiB
2026-09-02T12:01:47Z,3, 149.82 W, 48, 38 %, 60590 MiB
2026-09-02T12:01:48Z,0, 84.24 W, 48, 87 %, 51290 MiB
2026-09-02T12:01:48Z,1, 124.04 W, 49, 70 %, 50288 MiB
2026-09-02T12:01:48Z,2, 65.57 W, 48, 61 %, 51672 MiB
2026-09-02T12:01:48Z,3, 87.54 W, 48, 42 %, 60590 MiB
2026-09-02T12:01:49Z,0, 55.55 W, 47, 0 %, 51290 MiB
2026-09-02T12:01:49Z,1, 69.74 W, 47, 0 %, 50288 MiB
2026-09-02T12:01:49Z,2, 55.61 W, 46, 0 %, 51672 MiB
2026-09-02T12:01:49Z,3, 63.17 W, 46, 0 %, 60590 MiB
2026-09-02T12:01:50Z,0, 66.57 W, 47, 65 %, 51290 MiB
2026-09-02T12:01:50Z,1, 60.38 W, 47, 89 %, 50288 MiB
2026-09-02T12:01:50Z,2, 44.85 W, 47, 81 %, 51672 MiB
2026-09-02T12:01:50Z,3, 64.66 W, 47, 55 %, 60590 MiB
2026-09-02T12:01:51Z,0, 85.36 W, 48, 87 %, 51290 MiB
2026-09-02T12:01:51Z,1, 120.69 W, 50, 84 %, 50288 MiB
2026-09-02T12:01:51Z,2, 99.48 W, 48, 67 %, 51672 MiB
2026-09-02T12:01:51Z,3, 80.64 W, 49, 54 %, 60590 MiB
2026-09-02T12:01:52Z,0, 81.03 W, 49, 88 %, 51290 MiB
2026-09-02T12:01:52Z,1, 112.11 W, 50, 85 %, 50288 MiB
2026-09-02T12:01:52Z,2, 100.62 W, 48, 65 %, 51672 MiB
2026-09-02T12:01:52Z,3, 81.28 W, 49, 51 %, 60590 MiB
2026-09-02T12:01:53Z,0, 115.62 W, 49, 88 %, 51290 MiB
2026-09-02T12:01:53Z,1, 147.04 W, 49, 82 %, 50288 MiB
2026-09-02T12:01:53Z,2, 105.50 W, 48, 63 %, 51672 MiB
2026-09-02T12:01:53Z,3, 100.19 W, 49, 47 %, 60590 MiB
2026-09-02T12:01:54Z,0, 55.29 W, 47, 0 %, 51290 MiB
2026-09-02T12:01:54Z,1, 70.17 W, 48, 0 %, 50288 MiB
2026-09-02T12:01:54Z,2, 55.93 W, 47, 0 %, 51672 MiB
2026-09-02T12:01:54Z,3, 63.35 W, 47, 0 %, 60590 MiB
2026-09-02T12:01:55Z,0, 55.94 W, 47, 0 %, 51290 MiB
2026-09-02T12:01:55Z,1, 47.19 W, 47, 0 %, 50288 MiB
2026-09-02T12:01:55Z,2, 42.66 W, 46, 0 %, 51672 MiB
2026-09-02T12:01:55Z,3, 63.26 W, 47, 0 %, 60590 MiB
2026-09-02T12:01:56Z,0, 100.59 W, 49, 85 %, 51290 MiB
2026-09-02T12:01:56Z,1, 80.58 W, 49, 86 %, 50288 MiB
2026-09-02T12:01:56Z,2, 68.16 W, 48, 65 %, 51672 MiB
2026-09-02T12:01:56Z,3, 144.33 W, 49, 57 %, 60590 MiB
2026-09-02T12:01:58Z,0, 135.42 W, 49, 85 %, 51290 MiB
2026-09-02T12:01:58Z,1, 149.76 W, 50, 85 %, 50288 MiB
2026-09-02T12:01:58Z,2, 143.47 W, 49, 72 %, 51672 MiB
2026-09-02T12:01:58Z,3, 91.76 W, 49, 53 %, 60590 MiB
2026-09-02T12:01:59Z,0, 92.57 W, 49, 88 %, 51290 MiB
2026-09-02T12:01:59Z,1, 124.33 W, 50, 87 %, 50288 MiB
2026-09-02T12:01:59Z,2, 106.54 W, 48, 69 %, 51672 MiB
2026-09-02T12:01:59Z,3, 76.51 W, 49, 59 %, 60590 MiB
2026-09-02T12:02:00Z,0, 66.04 W, 49, 88 %, 51290 MiB
2026-09-02T12:02:00Z,1, 84.33 W, 51, 83 %, 50288 MiB
2026-09-02T12:02:00Z,2, 70.39 W, 49, 72 %, 51672 MiB
2026-09-02T12:02:00Z,3, 137.57 W, 50, 61 %, 60590 MiB
2026-09-02T12:02:01Z,0, 91.92 W, 49, 85 %, 51290 MiB
2026-09-02T12:02:01Z,1, 116.58 W, 50, 86 %, 50288 MiB
2026-09-02T12:02:01Z,2, 71.80 W, 49, 63 %, 51672 MiB
2026-09-02T12:02:01Z,3, 79.29 W, 50, 46 %, 60590 MiB
2026-09-02T12:02:02Z,0, 78.49 W, 49, 85 %, 51290 MiB
2026-09-02T12:02:02Z,1, 101.02 W, 50, 83 %, 50288 MiB
2026-09-02T12:02:02Z,2, 103.31 W, 49, 67 %, 51672 MiB
2026-09-02T12:02:02Z,3, 133.55 W, 50, 48 %, 60590 MiB
2026-09-02T12:02:03Z,0, 55.82 W, 48, 0 %, 51290 MiB
2026-09-02T12:02:03Z,1, 70.52 W, 48, 0 %, 50288 MiB
2026-09-02T12:02:03Z,2, 56.19 W, 47, 0 %, 51672 MiB
2026-09-02T12:02:03Z,3, 63.93 W, 48, 0 %, 60590 MiB
2026-09-02T12:02:04Z,0, 55.65 W, 47, 0 %, 51290 MiB
2026-09-02T12:02:04Z,1, 47.57 W, 47, 0 %, 50288 MiB
2026-09-02T12:02:04Z,2, 55.90 W, 47, 0 %, 51672 MiB
2026-09-02T12:02:04Z,3, 63.66 W, 47, 0 %, 60590 MiB
2026-09-02T12:02:05Z,0, 41.52 W, 47, 0 %, 51290 MiB
2026-09-02T12:02:05Z,1, 46.62 W, 46, 0 %, 50288 MiB
2026-09-02T12:02:05Z,2, 41.61 W, 46, 0 %, 51672 MiB
2026-09-02T12:02:05Z,3, 43.24 W, 46, 0 %, 60590 MiB
2026-09-02T12:02:06Z,0, 41.31 W, 46, 0 %, 51290 MiB
2026-09-02T12:02:06Z,1, 46.61 W, 46, 0 %, 50288 MiB
2026-09-02T12:02:06Z,2, 41.60 W, 46, 0 %, 51672 MiB
2026-09-02T12:02:06Z,3, 43.04 W, 46, 0 %, 60590 MiB
2026-09-02T12:02:08Z,0, 84.27 W, 47, 9 %, 51290 MiB
2026-09-02T12:02:08Z,1, 88.06 W, 47, 0 %, 50288 MiB
2026-09-02T12:02:08Z,2, 43.72 W, 47, 39 %, 51672 MiB
2026-09-02T12:02:08Z,3, 45.51 W, 47, 5 %, 60590 MiB
2026-09-02T12:02:09Z,0, 124.96 W, 50, 100 %, 51290 MiB
2026-09-02T12:02:09Z,1, 119.19 W, 50, 100 %, 50290 MiB
2026-09-02T12:02:09Z,2, 96.21 W, 49, 89 %, 51674 MiB
2026-09-02T12:02:09Z,3, 179.17 W, 49, 77 %, 60590 MiB
2026-09-02T12:02:10Z,0, 149.34 W, 50, 100 %, 51290 MiB
2026-09-02T12:02:10Z,1, 200.66 W, 51, 100 %, 50290 MiB
2026-09-02T12:02:10Z,2, 138.07 W, 50, 92 %, 51674 MiB
2026-09-02T12:02:10Z,3, 150.90 W, 50, 81 %, 60590 MiB
2026-09-02T12:02:11Z,0, 150.75 W, 51, 100 %, 51290 MiB
2026-09-02T12:02:11Z,1, 164.07 W, 51, 100 %, 50290 MiB
2026-09-02T12:02:11Z,2, 130.44 W, 50, 91 %, 51674 MiB
2026-09-02T12:02:11Z,3, 195.47 W, 50, 77 %, 60590 MiB
2026-09-02T12:02:12Z,0, 133.99 W, 51, 100 %, 51290 MiB
2026-09-02T12:02:12Z,1, 133.70 W, 52, 100 %, 50290 MiB
2026-09-02T12:02:12Z,2, 145.59 W, 51, 94 %, 51674 MiB
2026-09-02T12:02:12Z,3, 200.74 W, 51, 81 %, 60590 MiB
2026-09-02T12:02:13Z,0, 90.06 W, 51, 100 %, 51290 MiB
2026-09-02T12:02:13Z,1, 166.47 W, 52, 100 %, 50290 MiB
2026-09-02T12:02:13Z,2, 85.08 W, 51, 93 %, 51674 MiB
2026-09-02T12:02:13Z,3, 100.85 W, 51, 81 %, 60590 MiB
2026-09-02T12:02:14Z,0, 111.58 W, 50, 89 %, 51290 MiB
2026-09-02T12:02:14Z,1, 87.78 W, 52, 85 %, 50290 MiB
2026-09-02T12:02:14Z,2, 97.55 W, 50, 69 %, 51674 MiB
2026-09-02T12:02:14Z,3, 84.95 W, 51, 58 %, 60590 MiB
2026-09-02T12:02:15Z,0, 106.90 W, 50, 85 %, 51290 MiB
2026-09-02T12:02:15Z,1, 82.62 W, 51, 83 %, 50290 MiB
2026-09-02T12:02:15Z,2, 96.46 W, 49, 65 %, 51674 MiB
2026-09-02T12:02:15Z,3, 75.43 W, 50, 49 %, 60590 MiB
2026-09-02T12:02:16Z,0, 134.10 W, 50, 84 %, 51290 MiB
2026-09-02T12:02:16Z,1, 86.99 W, 51, 83 %, 50290 MiB
2026-09-02T12:02:16Z,2, 117.94 W, 49, 60 %, 51674 MiB
2026-09-02T12:02:16Z,3, 100.76 W, 50, 44 %, 60590 MiB
2026-09-02T12:02:18Z,0, 69.45 W, 50, 87 %, 51290 MiB
2026-09-02T12:02:18Z,1, 99.67 W, 51, 82 %, 50290 MiB
2026-09-02T12:02:18Z,2, 68.84 W, 49, 65 %, 51674 MiB
2026-09-02T12:02:18Z,3, 86.67 W, 50, 44 %, 60590 MiB
2026-09-02T12:02:19Z,0, 113.42 W, 51, 67 %, 51290 MiB
2026-09-02T12:02:19Z,1, 79.16 W, 51, 60 %, 50290 MiB
2026-09-02T12:02:19Z,2, 56.43 W, 50, 50 %, 51674 MiB
2026-09-02T12:02:19Z,3, 100.45 W, 51, 47 %, 60590 MiB
2026-09-02T12:02:20Z,0, 157.25 W, 52, 100 %, 51290 MiB
2026-09-02T12:02:20Z,1, 103.47 W, 53, 100 %, 50290 MiB
2026-09-02T12:02:20Z,2, 97.28 W, 52, 100 %, 51674 MiB
2026-09-02T12:02:20Z,3, 122.47 W, 52, 93 %, 60590 MiB
2026-09-02T12:02:21Z,0, 146.99 W, 52, 100 %, 51290 MiB
2026-09-02T12:02:21Z,1, 123.50 W, 53, 100 %, 50290 MiB
2026-09-02T12:02:21Z,2, 164.47 W, 52, 100 %, 51674 MiB
2026-09-02T12:02:21Z,3, 110.79 W, 53, 98 %, 60590 MiB
2026-09-02T12:02:22Z,0, 156.14 W, 53, 100 %, 51290 MiB
2026-09-02T12:02:22Z,1, 180.66 W, 54, 100 %, 50290 MiB
2026-09-02T12:02:22Z,2, 169.58 W, 53, 100 %, 51674 MiB
2026-09-02T12:02:22Z,3, 158.54 W, 54, 99 %, 60590 MiB
2026-09-02T12:02:23Z,0, 173.69 W, 52, 100 %, 51290 MiB
2026-09-02T12:02:23Z,1, 108.06 W, 54, 100 %, 50290 MiB
2026-09-02T12:02:23Z,2, 138.68 W, 53, 96 %, 51674 MiB
2026-09-02T12:02:23Z,3, 177.73 W, 54, 84 %, 60590 MiB
2026-09-02T12:02:24Z,0, 83.12 W, 52, 89 %, 51290 MiB
2026-09-02T12:02:24Z,1, 119.04 W, 52, 85 %, 50290 MiB
2026-09-02T12:02:24Z,2, 77.12 W, 51, 65 %, 51674 MiB
2026-09-02T12:02:24Z,3, 85.73 W, 52, 51 %, 60590 MiB
2026-09-02T12:02:25Z,0, 56.60 W, 50, 20 %, 51290 MiB
2026-09-02T12:02:25Z,1, 73.72 W, 51, 43 %, 50290 MiB
2026-09-02T12:02:25Z,2, 57.52 W, 50, 0 %, 51674 MiB
2026-09-02T12:02:25Z,3, 65.64 W, 50, 0 %, 60590 MiB
2026-09-02T12:02:27Z,0, 56.19 W, 50, 0 %, 51290 MiB
2026-09-02T12:02:27Z,1, 72.93 W, 50, 0 %, 50290 MiB
2026-09-02T12:02:27Z,2, 57.03 W, 49, 0 %, 51674 MiB
2026-09-02T12:02:27Z,3, 64.98 W, 50, 0 %, 60590 MiB
2026-09-02T12:02:28Z,0, 161.84 W, 52, 100 %, 51290 MiB
2026-09-02T12:02:28Z,1, 98.55 W, 53, 100 %, 50290 MiB
2026-09-02T12:02:28Z,2, 136.29 W, 51, 100 %, 51674 MiB
2026-09-02T12:02:28Z,3, 153.16 W, 52, 90 %, 60590 MiB
2026-09-02T12:02:29Z,0, 151.75 W, 53, 100 %, 51290 MiB
2026-09-02T12:02:29Z,1, 134.73 W, 54, 100 %, 50290 MiB
2026-09-02T12:02:29Z,2, 161.76 W, 52, 100 %, 51674 MiB
2026-09-02T12:02:29Z,3, 168.00 W, 53, 93 %, 60590 MiB
2026-09-02T12:02:30Z,0, 167.01 W, 53, 100 %, 51290 MiB
2026-09-02T12:02:30Z,1, 162.27 W, 54, 100 %, 50290 MiB
2026-09-02T12:02:30Z,2, 159.20 W, 53, 100 %, 51674 MiB
2026-09-02T12:02:30Z,3, 161.20 W, 54, 100 %, 60590 MiB
2026-09-02T12:02:31Z,0, 113.81 W, 53, 100 %, 51290 MiB
2026-09-02T12:02:31Z,1, 105.47 W, 55, 100 %, 50290 MiB
2026-09-02T12:02:31Z,2, 105.77 W, 53, 100 %, 51674 MiB
2026-09-02T12:02:31Z,3, 192.16 W, 54, 96 %, 60590 MiB
2026-09-02T12:02:32Z,0, 140.50 W, 53, 100 %, 51290 MiB
2026-09-02T12:02:32Z,1, 169.13 W, 55, 100 %, 50290 MiB
2026-09-02T12:02:32Z,2, 152.86 W, 53, 100 %, 51674 MiB
2026-09-02T12:02:32Z,3, 170.97 W, 54, 92 %, 60590 MiB
2026-09-02T12:02:33Z,0, 126.32 W, 54, 100 %, 51290 MiB
2026-09-02T12:02:33Z,1, 167.97 W, 55, 100 %, 50290 MiB
2026-09-02T12:02:33Z,2, 142.97 W, 53, 100 %, 51674 MiB
2026-09-02T12:02:33Z,3, 178.66 W, 54, 87 %, 60590 MiB
2026-09-02T12:02:34Z,0, 76.76 W, 52, 86 %, 51290 MiB
2026-09-02T12:02:34Z,1, 91.53 W, 54, 79 %, 50290 MiB
2026-09-02T12:02:34Z,2, 81.65 W, 52, 63 %, 51674 MiB
2026-09-02T12:02:34Z,3, 127.40 W, 53, 43 %, 60590 MiB
2026-09-02T12:02:35Z,0, 78.19 W, 52, 83 %, 51290 MiB
2026-09-02T12:02:35Z,1, 104.07 W, 53, 78 %, 50290 MiB
2026-09-02T12:02:35Z,2, 98.79 W, 51, 56 %, 51674 MiB
2026-09-02T12:02:35Z,3, 157.70 W, 53, 37 %, 60590 MiB
2026-09-02T12:02:37Z,0, 91.29 W, 52, 87 %, 51290 MiB
2026-09-02T12:02:37Z,1, 100.00 W, 53, 82 %, 50290 MiB
2026-09-02T12:02:37Z,2, 97.41 W, 51, 63 %, 51674 MiB
2026-09-02T12:02:37Z,3, 167.45 W, 53, 41 %, 60590 MiB
2026-09-02T12:02:38Z,0, 57.96 W, 51, 0 %, 51290 MiB
2026-09-02T12:02:38Z,1, 73.72 W, 51, 0 %, 50290 MiB
2026-09-02T12:02:38Z,2, 57.92 W, 50, 0 %, 51674 MiB
2026-09-02T12:02:38Z,3, 66.44 W, 51, 0 %, 60590 MiB
2026-09-02T12:02:39Z,0, 57.29 W, 50, 0 %, 51290 MiB
2026-09-02T12:02:39Z,1, 73.06 W, 51, 0 %, 50290 MiB
2026-09-02T12:02:39Z,2, 57.53 W, 50, 0 %, 51674 MiB
2026-09-02T12:02:39Z,3, 66.06 W, 51, 0 %, 60590 MiB
2026-09-02T12:02:40Z,0, 62.10 W, 50, 100 %, 51290 MiB
2026-09-02T12:02:40Z,1, 79.19 W, 51, 100 %, 50290 MiB
2026-09-02T12:02:40Z,2, 42.76 W, 49, 0 %, 51674 MiB
2026-09-02T12:02:40Z,3, 44.87 W, 49, 0 %, 60590 MiB
2026-09-02T12:02:41Z,0, 62.10 W, 50, 100 %, 51290 MiB
2026-09-02T12:02:41Z,1, 79.19 W, 51, 100 %, 50290 MiB
2026-09-02T12:02:41Z,2, 42.66 W, 49, 0 %, 51674 MiB
2026-09-02T12:02:41Z,3, 44.09 W, 49, 0 %, 60590 MiB
2026-09-02T12:02:42Z,0, 61.92 W, 50, 100 %, 51290 MiB
