timestamp,power.draw [W],temperature.gpu,memory.used [MiB]
2026-09-02T16:58:32Z,40.70 W, 36, 61160 MiB
2026-09-02T16:58:33Z,38.77 W, 38, 51898 MiB
2026-09-02T16:58:33Z,42.60 W, 36, 50970 MiB
2026-09-02T16:58:33Z,39.68 W, 38, 52550 MiB
2026-09-02T16:58:33Z,40.60 W, 36, 61160 MiB
2026-09-02T16:58:34Z,38.68 W, 38, 51898 MiB
2026-09-02T16:58:34Z,42.60 W, 36, 50970 MiB
2026-09-02T16:58:34Z,39.68 W, 38, 52550 MiB
2026-09-02T16:58:34Z,40.71 W, 36, 61160 MiB
2026-09-02T16:58:35Z,38.66 W, 37, 51898 MiB
2026-09-02T16:58:35Z,42.58 W, 36, 50970 MiB
2026-09-02T16:58:35Z,39.68 W, 38, 52550 MiB
2026-09-02T16:58:35Z,40.69 W, 36, 61160 MiB
2026-09-02T16:58:36Z,38.68 W, 37, 51898 MiB
2026-09-02T16:58:36Z,42.60 W, 36, 50970 MiB
2026-09-02T16:58:36Z,39.68 W, 38, 52550 MiB
2026-09-02T16:58:36Z,40.61 W, 36, 61160 MiB
2026-09-02T16:58:37Z,38.58 W, 37, 51898 MiB
2026-09-02T16:58:37Z,42.59 W, 36, 50970 MiB
2026-09-02T16:58:37Z,39.57 W, 38, 52550 MiB
2026-09-02T16:58:37Z,40.70 W, 36, 61160 MiB
2026-09-02T16:58:38Z,38.87 W, 37, 51898 MiB
2026-09-02T16:58:38Z,42.47 W, 36, 50970 MiB
2026-09-02T16:58:38Z,39.67 W, 38, 52550 MiB
2026-09-02T16:58:38Z,40.60 W, 36, 61160 MiB
2026-09-02T16:58:39Z,38.78 W, 37, 51898 MiB
2026-09-02T16:58:39Z,42.50 W, 36, 50970 MiB
2026-09-02T16:58:39Z,39.57 W, 38, 52550 MiB
2026-09-02T16:58:39Z,40.90 W, 36, 61160 MiB
2026-09-02T16:58:40Z,38.68 W, 37, 51898 MiB
2026-09-02T16:58:40Z,42.69 W, 36, 50970 MiB
2026-09-02T16:58:40Z,39.87 W, 38, 52550 MiB
2026-09-02T16:58:40Z,40.81 W, 36, 61160 MiB
2026-09-02T16:58:41Z,38.67 W, 37, 51898 MiB
2026-09-02T16:58:41Z,42.68 W, 36, 50970 MiB
2026-09-02T16:58:41Z,39.77 W, 37, 52550 MiB
2026-09-02T16:58:41Z,40.70 W, 36, 61160 MiB
2026-09-02T16:58:42Z,38.67 W, 37, 51898 MiB
2026-09-02T16:58:42Z,42.58 W, 36, 50970 MiB
2026-09-02T16:58:42Z,39.76 W, 37, 52550 MiB
2026-09-02T16:58:42Z,40.59 W, 35, 61160 MiB
2026-09-02T16:58:43Z,38.58 W, 37, 51898 MiB
2026-09-02T16:58:43Z,42.50 W, 36, 50970 MiB
2026-09-02T16:58:43Z,39.57 W, 37, 52550 MiB
2026-09-02T16:58:43Z,40.71 W, 35, 61160 MiB
2026-09-02T16:58:44Z,38.58 W, 37, 51898 MiB
2026-09-02T16:58:44Z,42.49 W, 36, 50970 MiB
2026-09-02T16:58:44Z,39.58 W, 37, 52550 MiB
2026-09-02T16:58:44Z,40.70 W, 35, 61160 MiB
2026-09-02T16:58:45Z,38.56 W, 37, 51898 MiB
2026-09-02T16:58:45Z,42.49 W, 36, 50970 MiB
2026-09-02T16:58:45Z,39.47 W, 37, 52550 MiB
2026-09-02T16:58:45Z,40.59 W, 35, 61160 MiB
2026-09-02T16:58:46Z,38.58 W, 37, 51898 MiB
2026-09-02T16:58:46Z,42.49 W, 36, 50970 MiB
2026-09-02T16:58:46Z,39.57 W, 37, 52550 MiB
2026-09-02T16:58:46Z,40.59 W, 35, 61160 MiB
2026-09-02T16:58:47Z,38.58 W, 37, 51898 MiB
2026-09-02T16:58:47Z,42.40 W, 36, 50970 MiB
2026-09-02T16:58:47Z,39.57 W, 37, 52550 MiB
2026-09-02T16:58:47Z,40.50 W, 35, 61160 MiB
2026-09-02T16:58:48Z,38.47 W, 37, 51898 MiB
2026-09-02T16:58:48Z,42.39 W, 36, 50970 MiB
2026-09-02T16:58:48Z,39.47 W, 37, 52550 MiB
2026-09-02T16:58:48Z,40.49 W, 35, 61160 MiB
2026-09-02T16:58:49Z,38.56 W, 37, 51898 MiB
2026-09-02T16:58:49Z,42.38 W, 35, 50970 MiB
2026-09-02T16:58:49Z,39.55 W, 37, 52550 MiB
2026-09-02T16:58:49Z,40.48 W, 35, 61160 MiB
2026-09-02T16:58:50Z,38.58 W, 37, 51898 MiB
2026-09-02T16:58:50Z,42.40 W, 35, 50970 MiB
2026-09-02T16:58:50Z,39.57 W, 37, 52550 MiB
2026-09-02T16:58:50Z,40.50 W, 35, 61160 MiB
2026-09-02T16:58:51Z,38.49 W, 37, 51898 MiB
2026-09-02T16:58:51Z,42.31 W, 35, 50970 MiB
2026-09-02T16:58:51Z,39.47 W, 37, 52550 MiB
2026-09-02T16:58:51Z,40.41 W, 35, 61160 MiB
2026-09-02T16:58:52Z,38.47 W, 37, 51898 MiB
2026-09-02T16:58:52Z,42.29 W, 35, 50970 MiB
2026-09-02T16:58:52Z,39.47 W, 37, 52550 MiB
2026-09-02T16:58:52Z,40.49 W, 35, 61160 MiB
2026-09-02T16:58:53Z,38.76 W, 37, 51898 MiB
2026-09-02T16:58:53Z,42.29 W, 35, 50970 MiB
2026-09-02T16:58:53Z,39.57 W, 37, 52550 MiB
2026-09-02T16:58:53Z,40.40 W, 35, 61160 MiB
2026-09-02T16:58:54Z,38.88 W, 37, 51898 MiB
2026-09-02T16:58:54Z,42.40 W, 35, 50970 MiB
2026-09-02T16:58:54Z,39.38 W, 37, 52550 MiB
2026-09-02T16:58:54Z,40.50 W, 35, 61160 MiB
2026-09-02T16:58:55Z,38.87 W, 36, 51898 MiB
2026-09-02T16:58:55Z,42.29 W, 35, 50970 MiB
2026-09-02T16:58:55Z,39.47 W, 37, 52550 MiB
2026-09-02T16:58:55Z,40.40 W, 35, 61160 MiB
2026-09-02T16:58:56Z,38.76 W, 36, 51898 MiB
2026-09-02T16:58:56Z,42.38 W, 35, 50970 MiB
2026-09-02T16:58:56Z,39.45 W, 37, 52550 MiB
2026-09-02T16:58:56Z,40.40 W, 35, 61160 MiB
2026-09-02T16:58:57Z,38.78 W, 36, 51898 MiB
2026-09-02T16:58:57Z,42.20 W, 35, 50970 MiB
2026-09-02T16:58:57Z,39.37 W, 37, 52550 MiB
2026-09-02T16:58:57Z,40.61 W, 35, 61160 MiB
2026-09-02T16:58:58Z,38.78 W, 36, 51898 MiB
2026-09-02T16:58:58Z,42.20 W, 35, 50970 MiB
2026-09-02T16:58:58Z,39.47 W, 37, 52550 MiB
2026-09-02T16:58:58Z,40.41 W, 35, 61160 MiB
2026-09-02T16:58:59Z,38.76 W, 36, 51898 MiB
2026-09-02T16:58:59Z,42.30 W, 35, 50970 MiB
2026-09-02T16:58:59Z,39.28 W, 37, 52550 MiB
2026-09-02T16:58:59Z,40.41 W, 35, 61160 MiB
2026-09-02T16:59:00Z,38.87 W, 36, 51898 MiB
2026-09-02T16:59:00Z,42.30 W, 35, 50970 MiB
2026-09-02T16:59:00Z,39.47 W, 36, 52550 MiB
2026-09-02T16:59:00Z,40.50 W, 35, 61160 MiB
2026-09-02T16:59:01Z,38.97 W, 36, 51898 MiB
2026-09-02T16:59:01Z,42.30 W, 35, 50970 MiB
2026-09-02T16:59:01Z,39.37 W, 36, 52550 MiB
2026-09-02T16:59:01Z,40.50 W, 35, 61160 MiB
2026-09-02T16:59:02Z,38.68 W, 36, 51898 MiB
2026-09-02T16:59:02Z,42.40 W, 35, 50970 MiB
2026-09-02T16:59:02Z,39.67 W, 36, 52550 MiB
2026-09-02T16:59:02Z,40.60 W, 35, 61160 MiB
2026-09-02T16:59:03Z,38.57 W, 36, 51898 MiB
2026-09-02T16:59:03Z,42.30 W, 35, 50970 MiB
2026-09-02T16:59:03Z,39.57 W, 36, 52550 MiB
2026-09-02T16:59:03Z,40.50 W, 35, 61160 MiB
2026-09-02T16:59:04Z,38.67 W, 36, 51898 MiB
2026-09-02T16:59:04Z,42.30 W, 35, 50970 MiB
2026-09-02T16:59:04Z,39.57 W, 36, 52550 MiB
2026-09-02T16:59:04Z,40.50 W, 35, 61160 MiB
2026-09-02T16:59:05Z,38.58 W, 36, 51898 MiB
2026-09-02T16:59:05Z,42.10 W, 35, 50970 MiB
2026-09-02T16:59:05Z,39.57 W, 36, 52550 MiB
2026-09-02T16:59:05Z,40.42 W, 35, 61160 MiB
2026-09-02T16:59:06Z,38.49 W, 36, 51898 MiB
2026-09-02T16:59:06Z,42.21 W, 35, 50970 MiB
2026-09-02T16:59:06Z,39.47 W, 36, 52550 MiB
2026-09-02T16:59:06Z,40.42 W, 34, 61160 MiB
2026-09-02T16:59:07Z,38.57 W, 36, 51898 MiB
2026-09-02T16:59:07Z,42.19 W, 35, 50970 MiB
2026-09-02T16:59:07Z,39.47 W, 36, 52550 MiB
2026-09-02T16:59:07Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:08Z,38.58 W, 36, 51898 MiB
2026-09-02T16:59:08Z,42.01 W, 35, 50970 MiB
2026-09-02T16:59:08Z,39.38 W, 36, 52550 MiB
2026-09-02T16:59:08Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:09Z,38.49 W, 36, 51898 MiB
2026-09-02T16:59:09Z,42.02 W, 35, 50970 MiB
2026-09-02T16:59:09Z,39.39 W, 36, 52550 MiB
2026-09-02T16:59:09Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:10Z,38.47 W, 36, 51898 MiB
2026-09-02T16:59:10Z,42.01 W, 35, 50970 MiB
2026-09-02T16:59:10Z,39.38 W, 36, 52550 MiB
2026-09-02T16:59:10Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:11Z,38.59 W, 36, 51898 MiB
2026-09-02T16:59:11Z,42.02 W, 35, 50970 MiB
2026-09-02T16:59:11Z,39.28 W, 36, 52550 MiB
2026-09-02T16:59:11Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:12Z,38.49 W, 36, 51898 MiB
2026-09-02T16:59:12Z,41.92 W, 35, 50970 MiB
2026-09-02T16:59:12Z,39.39 W, 36, 52550 MiB
2026-09-02T16:59:12Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:13Z,38.47 W, 36, 51898 MiB
2026-09-02T16:59:13Z,41.92 W, 34, 50970 MiB
2026-09-02T16:59:13Z,39.18 W, 36, 52550 MiB
2026-09-02T16:59:13Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:14Z,38.47 W, 36, 51898 MiB
2026-09-02T16:59:14Z,41.92 W, 34, 50970 MiB
2026-09-02T16:59:14Z,39.18 W, 36, 52550 MiB
2026-09-02T16:59:14Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:15Z,38.39 W, 36, 51898 MiB
2026-09-02T16:59:15Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:15Z,39.18 W, 36, 52550 MiB
2026-09-02T16:59:15Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:16Z,38.49 W, 36, 51898 MiB
2026-09-02T16:59:16Z,41.91 W, 34, 50970 MiB
2026-09-02T16:59:16Z,39.18 W, 36, 52550 MiB
2026-09-02T16:59:16Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:17Z,38.37 W, 36, 51898 MiB
2026-09-02T16:59:17Z,41.90 W, 34, 50970 MiB
2026-09-02T16:59:17Z,39.08 W, 36, 52550 MiB
2026-09-02T16:59:17Z,40.20 W, 34, 61160 MiB
2026-09-02T16:59:18Z,38.38 W, 36, 51898 MiB
2026-09-02T16:59:18Z,41.92 W, 34, 50970 MiB
2026-09-02T16:59:18Z,39.08 W, 36, 52550 MiB
2026-09-02T16:59:18Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:19Z,38.49 W, 36, 51898 MiB
2026-09-02T16:59:19Z,41.91 W, 34, 50970 MiB
2026-09-02T16:59:19Z,39.08 W, 36, 52550 MiB
2026-09-02T16:59:19Z,40.13 W, 34, 61160 MiB
2026-09-02T16:59:20Z,38.39 W, 36, 51898 MiB
2026-09-02T16:59:20Z,41.91 W, 34, 50970 MiB
2026-09-02T16:59:20Z,39.07 W, 36, 52550 MiB
2026-09-02T16:59:20Z,40.11 W, 34, 61160 MiB
2026-09-02T16:59:21Z,38.39 W, 36, 51898 MiB
2026-09-02T16:59:21Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:21Z,39.07 W, 36, 52550 MiB
2026-09-02T16:59:21Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:22Z,38.58 W, 36, 51898 MiB
2026-09-02T16:59:22Z,41.92 W, 34, 50970 MiB
2026-09-02T16:59:22Z,39.08 W, 36, 52550 MiB
2026-09-02T16:59:22Z,40.02 W, 34, 61160 MiB
2026-09-02T16:59:23Z,38.58 W, 36, 51898 MiB
2026-09-02T16:59:23Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:23Z,38.98 W, 36, 52550 MiB
2026-09-02T16:59:23Z,40.12 W, 34, 61160 MiB
2026-09-02T16:59:24Z,38.56 W, 35, 51898 MiB
2026-09-02T16:59:24Z,42.10 W, 34, 50970 MiB
2026-09-02T16:59:24Z,39.38 W, 36, 52550 MiB
2026-09-02T16:59:24Z,40.40 W, 34, 61160 MiB
2026-09-02T16:59:25Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:25Z,41.92 W, 34, 50970 MiB
2026-09-02T16:59:25Z,39.17 W, 36, 52550 MiB
2026-09-02T16:59:25Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:26Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:26Z,41.91 W, 34, 50970 MiB
2026-09-02T16:59:26Z,39.20 W, 36, 52550 MiB
2026-09-02T16:59:26Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:27Z,38.49 W, 35, 51898 MiB
2026-09-02T16:59:27Z,41.91 W, 34, 50970 MiB
2026-09-02T16:59:27Z,39.18 W, 36, 52550 MiB
2026-09-02T16:59:27Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:28Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:28Z,41.90 W, 34, 50970 MiB
2026-09-02T16:59:28Z,39.08 W, 36, 52550 MiB
2026-09-02T16:59:28Z,40.11 W, 34, 61160 MiB
2026-09-02T16:59:29Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:29Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:29Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:29Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:30Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:30Z,41.91 W, 34, 50970 MiB
2026-09-02T16:59:30Z,39.07 W, 35, 52550 MiB
2026-09-02T16:59:30Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:31Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:31Z,41.70 W, 34, 50970 MiB
2026-09-02T16:59:31Z,39.07 W, 35, 52550 MiB
2026-09-02T16:59:31Z,40.02 W, 34, 61160 MiB
2026-09-02T16:59:32Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:32Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:32Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:32Z,40.12 W, 34, 61160 MiB
2026-09-02T16:59:33Z,38.49 W, 35, 51898 MiB
2026-09-02T16:59:33Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:33Z,39.09 W, 35, 52550 MiB
2026-09-02T16:59:33Z,40.13 W, 34, 61160 MiB
2026-09-02T16:59:34Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:34Z,41.70 W, 34, 50970 MiB
2026-09-02T16:59:34Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:34Z,40.22 W, 34, 61160 MiB
2026-09-02T16:59:35Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:35Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:35Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:35Z,40.02 W, 34, 61160 MiB
2026-09-02T16:59:36Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:36Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:36Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:36Z,40.12 W, 34, 61160 MiB
2026-09-02T16:59:37Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:37Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:37Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:37Z,40.13 W, 34, 61160 MiB
2026-09-02T16:59:38Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:38Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:38Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:38Z,40.01 W, 34, 61160 MiB
2026-09-02T16:59:39Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:39Z,41.70 W, 34, 50970 MiB
2026-09-02T16:59:39Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:39Z,40.03 W, 34, 61160 MiB
2026-09-02T16:59:40Z,38.29 W, 35, 51898 MiB
2026-09-02T16:59:40Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:40Z,39.07 W, 35, 52550 MiB
2026-09-02T16:59:40Z,40.03 W, 34, 61160 MiB
2026-09-02T16:59:41Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:41Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:41Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:41Z,40.02 W, 34, 61160 MiB
2026-09-02T16:59:42Z,38.29 W, 35, 51898 MiB
2026-09-02T16:59:42Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:42Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:42Z,40.02 W, 34, 61160 MiB
2026-09-02T16:59:43Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:43Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:43Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:43Z,40.12 W, 34, 61160 MiB
2026-09-02T16:59:44Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:44Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:44Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:44Z,40.03 W, 34, 61160 MiB
2026-09-02T16:59:45Z,38.56 W, 35, 51898 MiB
2026-09-02T16:59:45Z,41.81 W, 34, 50970 MiB
2026-09-02T16:59:45Z,39.28 W, 35, 52550 MiB
2026-09-02T16:59:45Z,40.02 W, 34, 61160 MiB
2026-09-02T16:59:46Z,38.56 W, 35, 51898 MiB
2026-09-02T16:59:46Z,42.01 W, 34, 50970 MiB
2026-09-02T16:59:46Z,39.18 W, 35, 52550 MiB
2026-09-02T16:59:46Z,40.41 W, 34, 61160 MiB
2026-09-02T16:59:47Z,38.49 W, 35, 51898 MiB
2026-09-02T16:59:47Z,41.92 W, 34, 50970 MiB
2026-09-02T16:59:47Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:47Z,40.31 W, 34, 61160 MiB
2026-09-02T16:59:48Z,38.47 W, 35, 51898 MiB
2026-09-02T16:59:48Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:48Z,39.08 W, 35, 52550 MiB
2026-09-02T16:59:48Z,40.21 W, 34, 61160 MiB
2026-09-02T16:59:49Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:49Z,41.81 W, 34, 50970 MiB
2026-09-02T16:59:49Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:49Z,40.21 W, 33, 61160 MiB
2026-09-02T16:59:50Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:50Z,41.70 W, 34, 50970 MiB
2026-09-02T16:59:50Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:50Z,40.22 W, 33, 61160 MiB
2026-09-02T16:59:51Z,38.29 W, 35, 51898 MiB
2026-09-02T16:59:51Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:51Z,38.99 W, 35, 52550 MiB
2026-09-02T16:59:51Z,40.12 W, 33, 61160 MiB
2026-09-02T16:59:52Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:52Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:52Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:52Z,40.02 W, 33, 61160 MiB
2026-09-02T16:59:53Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:53Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:53Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:53Z,40.12 W, 33, 61160 MiB
2026-09-02T16:59:54Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:54Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:54Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:54Z,40.21 W, 33, 61160 MiB
2026-09-02T16:59:55Z,38.38 W, 35, 51898 MiB
2026-09-02T16:59:55Z,41.82 W, 34, 50970 MiB
2026-09-02T16:59:55Z,38.98 W, 35, 52550 MiB
2026-09-02T16:59:55Z,40.01 W, 33, 61160 MiB
2026-09-02T16:59:56Z,38.39 W, 35, 51898 MiB
2026-09-02T16:59:56Z,41.71 W, 34, 50970 MiB
2026-09-02T16:59:56Z,38.99 W, 35, 52550 MiB
2026-09-02T16:59:56Z,40.13 W, 33, 61160 MiB
2026-09-02T16:59:57Z,187.71 W, 40, 51898 MiB
2026-09-02T16:59:57Z,177.30 W, 39, 50970 MiB
2026-09-02T16:59:57Z,55.59 W, 35, 52550 MiB
2026-09-02T16:59:57Z,42.63 W, 34, 61160 MiB
2026-09-02T16:59:58Z,186.92 W, 42, 51898 MiB
2026-09-02T16:59:58Z,186.40 W, 42, 50970 MiB
2026-09-02T16:59:58Z,175.78 W, 42, 52550 MiB
2026-09-02T16:59:58Z,65.69 W, 37, 61160 MiB
2026-09-02T16:59:59Z,151.51 W, 41, 51898 MiB
2026-09-02T16:59:59Z,155.20 W, 42, 50970 MiB
2026-09-02T16:59:59Z,71.90 W, 41, 52550 MiB
2026-09-02T16:59:59Z,64.04 W, 39, 61160 MiB
2026-09-02T17:00:00Z,60.83 W, 41, 51898 MiB
2026-09-02T17:00:00Z,64.20 W, 40, 50970 MiB
2026-09-02T17:00:00Z,166.04 W, 42, 52550 MiB
2026-09-02T17:00:00Z,230.62 W, 41, 61160 MiB
2026-09-02T17:00:01Z,186.26 W, 41, 51898 MiB
2026-09-02T17:00:01Z,95.66 W, 41, 50970 MiB
2026-09-02T17:00:01Z,203.53 W, 43, 52550 MiB
2026-09-02T17:00:01Z,207.14 W, 41, 61160 MiB
2026-09-02T17:00:02Z,177.02 W, 43, 52026 MiB
2026-09-02T17:00:02Z,182.71 W, 41, 51032 MiB
2026-09-02T17:00:02Z,180.20 W, 44, 52612 MiB
2026-09-02T17:00:02Z,60.59 W, 42, 61222 MiB
2026-09-02T17:00:03Z,175.70 W, 44, 52248 MiB
2026-09-02T17:00:03Z,177.34 W, 44, 51320 MiB
2026-09-02T17:00:03Z,173.07 W, 44, 52900 MiB
2026-09-02T17:00:03Z,181.38 W, 40, 61432 MiB
2026-09-02T17:00:04Z,175.47 W, 44, 52506 MiB
2026-09-02T17:00:04Z,182.42 W, 45, 51578 MiB
2026-09-02T17:00:04Z,180.11 W, 45, 53158 MiB
2026-09-02T17:00:04Z,183.45 W, 42, 61678 MiB
2026-09-02T17:00:05Z,179.29 W, 45, 52798 MiB
2026-09-02T17:00:05Z,164.59 W, 45, 51870 MiB
2026-09-02T17:00:05Z,172.69 W, 46, 53450 MiB
2026-09-02T17:00:05Z,171.18 W, 43, 61960 MiB
2026-09-02T17:00:06Z,175.76 W, 45, 53122 MiB
2026-09-02T17:00:06Z,184.29 W, 45, 52194 MiB
2026-09-02T17:00:06Z,166.33 W, 46, 53774 MiB
2026-09-02T17:00:06Z,171.39 W, 43, 62272 MiB
2026-09-02T17:00:07Z,188.62 W, 44, 53482 MiB
2026-09-02T17:00:07Z,199.91 W, 45, 52554 MiB
2026-09-02T17:00:07Z,200.19 W, 46, 54010 MiB
2026-09-02T17:00:07Z,189.15 W, 43, 62500 MiB
2026-09-02T17:00:08Z,52.22 W, 40, 53482 MiB
2026-09-02T17:00:08Z,70.97 W, 41, 52554 MiB
2026-09-02T17:00:08Z,124.12 W, 46, 54134 MiB
2026-09-02T17:00:08Z,61.82 W, 41, 62744 MiB
2026-09-02T17:00:09Z,51.59 W, 39, 53482 MiB
2026-09-02T17:00:09Z,66.54 W, 39, 52554 MiB
2026-09-02T17:00:09Z,52.91 W, 40, 54134 MiB
2026-09-02T17:00:09Z,60.08 W, 39, 62744 MiB
2026-09-02T17:00:10Z,190.22 W, 45, 53482 MiB
2026-09-02T17:00:10Z,194.26 W, 45, 52554 MiB
2026-09-02T17:00:10Z,172.39 W, 45, 54134 MiB
2026-09-02T17:00:10Z,178.41 W, 42, 62744 MiB
2026-09-02T17:00:11Z,169.90 W, 45, 53482 MiB
2026-09-02T17:00:11Z,180.27 W, 46, 52554 MiB
2026-09-02T17:00:11Z,171.94 W, 46, 54134 MiB
2026-09-02T17:00:11Z,173.90 W, 44, 62744 MiB
2026-09-02T17:00:12Z,183.42 W, 46, 53482 MiB
2026-09-02T17:00:12Z,204.16 W, 46, 52554 MiB
2026-09-02T17:00:12Z,184.69 W, 47, 54134 MiB
2026-09-02T17:00:12Z,178.32 W, 44, 62744 MiB
2026-09-02T17:00:13Z,186.44 W, 46, 53482 MiB
2026-09-02T17:00:13Z,178.44 W, 47, 52554 MiB
2026-09-02T17:00:13Z,180.07 W, 47, 54134 MiB
2026-09-02T17:00:13Z,181.05 W, 45, 62744 MiB
2026-09-02T17:00:14Z,166.81 W, 47, 53482 MiB
2026-09-02T17:00:14Z,181.07 W, 47, 52554 MiB
2026-09-02T17:00:14Z,186.27 W, 47, 54134 MiB
2026-09-02T17:00:14Z,179.39 W, 45, 62744 MiB
2026-09-02T17:00:15Z,183.63 W, 47, 53482 MiB
2026-09-02T17:00:15Z,184.39 W, 47, 52554 MiB
2026-09-02T17:00:15Z,175.71 W, 48, 54134 MiB
2026-09-02T17:00:15Z,186.53 W, 45, 62744 MiB
2026-09-02T17:00:16Z,172.57 W, 47, 53482 MiB
2026-09-02T17:00:16Z,199.74 W, 47, 52554 MiB
2026-09-02T17:00:16Z,172.46 W, 48, 54134 MiB
2026-09-02T17:00:16Z,184.66 W, 45, 62744 MiB
2026-09-02T17:00:17Z,212.79 W, 47, 53482 MiB
2026-09-02T17:00:17Z,212.45 W, 48, 52554 MiB
2026-09-02T17:00:17Z,180.74 W, 48, 54134 MiB
2026-09-02T17:00:17Z,166.99 W, 46, 62744 MiB
2026-09-02T17:00:18Z,61.49 W, 46, 53482 MiB
2026-09-02T17:00:18Z,68.75 W, 45, 52554 MiB
2026-09-02T17:00:18Z,214.75 W, 48, 54134 MiB
2026-09-02T17:00:18Z,241.31 W, 46, 62744 MiB
2026-09-02T17:00:19Z,186.36 W, 48, 53482 MiB
2026-09-02T17:00:19Z,179.49 W, 48, 52554 MiB
2026-09-02T17:00:19Z,144.02 W, 48, 54134 MiB
2026-09-02T17:00:19Z,63.29 W, 44, 62744 MiB
2026-09-02T17:00:20Z,176.18 W, 47, 53482 MiB
2026-09-02T17:00:20Z,174.93 W, 48, 52554 MiB
2026-09-02T17:00:20Z,186.39 W, 49, 54134 MiB
2026-09-02T17:00:20Z,172.41 W, 46, 62744 MiB
2026-09-02T17:00:21Z,53.67 W, 42, 53482 MiB
2026-09-02T17:00:21Z,66.43 W, 42, 52554 MiB
2026-09-02T17:00:21Z,54.76 W, 44, 54134 MiB
