timestamp,power.draw [W],temperature.gpu,memory.used [MiB]
2026-09-02T17:00:21Z,58.12 W, 44, 62744 MiB
2026-09-02T17:00:22Z,182.42 W, 47, 53482 MiB
2026-09-02T17:00:22Z,176.23 W, 47, 52554 MiB
2026-09-02T17:00:22Z,59.60 W, 43, 54134 MiB
2026-09-02T17:00:22Z,66.85 W, 41, 62744 MiB
2026-09-02T17:00:23Z,178.97 W, 48, 53482 MiB
2026-09-02T17:00:23Z,68.78 W, 46, 52554 MiB
2026-09-02T17:00:23Z,183.33 W, 47, 54134 MiB
2026-09-02T17:00:23Z,131.68 W, 43, 62744 MiB
2026-09-02T17:00:24Z,176.32 W, 46, 53482 MiB
2026-09-02T17:00:24Z,182.60 W, 46, 52554 MiB
2026-09-02T17:00:24Z,176.71 W, 48, 54134 MiB
2026-09-02T17:00:24Z,62.42 W, 46, 62744 MiB
2026-09-02T17:00:25Z,72.18 W, 46, 53482 MiB
2026-09-02T17:00:25Z,227.88 W, 49, 52554 MiB
2026-09-02T17:00:25Z,64.76 W, 49, 54134 MiB
2026-09-02T17:00:25Z,65.46 W, 47, 62744 MiB
2026-09-02T17:00:26Z,61.42 W, 47, 53482 MiB
2026-09-02T17:00:26Z,76.97 W, 49, 52554 MiB
2026-09-02T17:00:26Z,122.11 W, 50, 54134 MiB
2026-09-02T17:00:26Z,207.33 W, 47, 62744 MiB
2026-09-02T17:00:27Z,59.74 W, 48, 53482 MiB
2026-09-02T17:00:27Z,77.72 W, 49, 52554 MiB
2026-09-02T17:00:27Z,164.26 W, 49, 54134 MiB
2026-09-02T17:00:27Z,216.69 W, 47, 62744 MiB
2026-09-02T17:00:28Z,169.02 W, 48, 53482 MiB
2026-09-02T17:00:28Z,100.62 W, 47, 52554 MiB
2026-09-02T17:00:28Z,64.19 W, 50, 54134 MiB
2026-09-02T17:00:28Z,110.00 W, 46, 62744 MiB
2026-09-02T17:00:29Z,173.86 W, 50, 53482 MiB
2026-09-02T17:00:29Z,179.26 W, 48, 52554 MiB
2026-09-02T17:00:29Z,182.10 W, 50, 54134 MiB
2026-09-02T17:00:29Z,64.54 W, 45, 62744 MiB
2026-09-02T17:00:30Z,189.88 W, 50, 53482 MiB
2026-09-02T17:00:30Z,179.24 W, 50, 52554 MiB
2026-09-02T17:00:30Z,177.13 W, 51, 54134 MiB
2026-09-02T17:00:30Z,184.64 W, 48, 62744 MiB
2026-09-02T17:00:31Z,183.38 W, 50, 53482 MiB
2026-09-02T17:00:31Z,170.10 W, 50, 52554 MiB
2026-09-02T17:00:31Z,186.45 W, 51, 54134 MiB
2026-09-02T17:00:31Z,178.18 W, 48, 62744 MiB
2026-09-02T17:00:32Z,188.53 W, 50, 53482 MiB
2026-09-02T17:00:32Z,195.59 W, 50, 52554 MiB
2026-09-02T17:00:32Z,180.37 W, 51, 54134 MiB
2026-09-02T17:00:32Z,210.38 W, 48, 62744 MiB
2026-09-02T17:00:33Z,54.82 W, 45, 53482 MiB
2026-09-02T17:00:33Z,69.04 W, 46, 52554 MiB
2026-09-02T17:00:33Z,189.77 W, 50, 54134 MiB
2026-09-02T17:00:33Z,91.14 W, 46, 62744 MiB
2026-09-02T17:00:34Z,53.59 W, 44, 53482 MiB
2026-09-02T17:00:34Z,66.64 W, 44, 52554 MiB
2026-09-02T17:00:34Z,55.50 W, 45, 54134 MiB
2026-09-02T17:00:34Z,61.80 W, 44, 62744 MiB
2026-09-02T17:00:35Z,40.34 W, 43, 53482 MiB
2026-09-02T17:00:35Z,44.84 W, 42, 52554 MiB
2026-09-02T17:00:35Z,55.05 W, 45, 54134 MiB
2026-09-02T17:00:35Z,60.74 W, 43, 62744 MiB
2026-09-02T17:00:36Z,40.24 W, 43, 53482 MiB
2026-09-02T17:00:36Z,44.75 W, 42, 52554 MiB
2026-09-02T17:00:36Z,40.94 W, 44, 54134 MiB
2026-09-02T17:00:36Z,41.76 W, 41, 62744 MiB
2026-09-02T17:00:37Z,40.03 W, 43, 53482 MiB
2026-09-02T17:00:37Z,44.46 W, 41, 52554 MiB
2026-09-02T17:00:37Z,40.83 W, 43, 54134 MiB
2026-09-02T17:00:37Z,41.66 W, 41, 62744 MiB
2026-09-02T17:00:38Z,39.92 W, 42, 53482 MiB
2026-09-02T17:00:38Z,44.46 W, 41, 52554 MiB
2026-09-02T17:00:38Z,40.74 W, 43, 54134 MiB
2026-09-02T17:00:38Z,41.46 W, 41, 62744 MiB
2026-09-02T17:00:39Z,39.94 W, 42, 53482 MiB
2026-09-02T17:00:39Z,44.24 W, 41, 52554 MiB
2026-09-02T17:00:39Z,40.55 W, 43, 54134 MiB
2026-09-02T17:00:39Z,41.38 W, 40, 62744 MiB
2026-09-02T17:00:40Z,40.15 W, 42, 53482 MiB
2026-09-02T17:00:40Z,44.07 W, 41, 52554 MiB
2026-09-02T17:00:40Z,40.56 W, 42, 54134 MiB
2026-09-02T17:00:40Z,41.48 W, 40, 62744 MiB
2026-09-02T17:00:41Z,39.94 W, 42, 53482 MiB
2026-09-02T17:00:41Z,43.96 W, 40, 52554 MiB
2026-09-02T17:00:41Z,40.45 W, 42, 54134 MiB
2026-09-02T17:00:41Z,41.37 W, 40, 62744 MiB
2026-09-02T17:00:42Z,39.85 W, 42, 53482 MiB
2026-09-02T17:00:42Z,43.97 W, 40, 52554 MiB
2026-09-02T17:00:42Z,40.35 W, 42, 54134 MiB
2026-09-02T17:00:42Z,41.29 W, 40, 62744 MiB
2026-09-02T17:00:43Z,39.76 W, 41, 53482 MiB
2026-09-02T17:00:43Z,43.98 W, 40, 52554 MiB
2026-09-02T17:00:43Z,40.35 W, 42, 54134 MiB
2026-09-02T17:00:43Z,41.29 W, 40, 62744 MiB
2026-09-02T17:00:44Z,39.75 W, 41, 53482 MiB
2026-09-02T17:00:44Z,43.87 W, 40, 52554 MiB
2026-09-02T17:00:44Z,40.37 W, 42, 54134 MiB
2026-09-02T17:00:44Z,41.18 W, 40, 62744 MiB
2026-09-02T17:00:45Z,39.73 W, 41, 53482 MiB
2026-09-02T17:00:45Z,43.76 W, 40, 52554 MiB
2026-09-02T17:00:45Z,40.24 W, 42, 54134 MiB
2026-09-02T17:00:45Z,41.18 W, 39, 62744 MiB
2026-09-02T17:00:46Z,39.76 W, 41, 53482 MiB
2026-09-02T17:00:46Z,43.69 W, 39, 52554 MiB
2026-09-02T17:00:46Z,40.26 W, 41, 54134 MiB
2026-09-02T17:00:46Z,41.18 W, 39, 62744 MiB
2026-09-02T17:00:47Z,39.66 W, 41, 53482 MiB
2026-09-02T17:00:47Z,43.68 W, 39, 52554 MiB
2026-09-02T17:00:47Z,40.16 W, 41, 54134 MiB
2026-09-02T17:00:47Z,41.09 W, 39, 62744 MiB
2026-09-02T17:00:48Z,39.65 W, 41, 53482 MiB
2026-09-02T17:00:48Z,43.68 W, 39, 52554 MiB
2026-09-02T17:00:48Z,40.45 W, 41, 54134 MiB
2026-09-02T17:00:48Z,41.09 W, 39, 62744 MiB
2026-09-02T17:00:49Z,39.56 W, 41, 53482 MiB
2026-09-02T17:00:49Z,43.58 W, 39, 52554 MiB
2026-09-02T17:00:49Z,40.47 W, 41, 54134 MiB
2026-09-02T17:00:49Z,41.18 W, 39, 62744 MiB
2026-09-02T17:00:50Z,39.56 W, 40, 53482 MiB
2026-09-02T17:00:50Z,43.49 W, 39, 52554 MiB
2026-09-02T17:00:50Z,40.56 W, 41, 54134 MiB
2026-09-02T17:00:50Z,41.29 W, 39, 62744 MiB
2026-09-02T17:00:51Z,39.56 W, 40, 53482 MiB
2026-09-02T17:00:51Z,43.49 W, 39, 52554 MiB
2026-09-02T17:00:51Z,40.46 W, 41, 54134 MiB
2026-09-02T17:00:51Z,41.10 W, 39, 62744 MiB
2026-09-02T17:00:52Z,39.44 W, 40, 53482 MiB
2026-09-02T17:00:52Z,43.47 W, 39, 52554 MiB
2026-09-02T17:00:52Z,40.45 W, 41, 54134 MiB
2026-09-02T17:00:52Z,41.09 W, 38, 62744 MiB
2026-09-02T17:00:53Z,39.47 W, 40, 53482 MiB
2026-09-02T17:00:53Z,43.49 W, 39, 52554 MiB
2026-09-02T17:00:53Z,40.56 W, 41, 54134 MiB
2026-09-02T17:00:53Z,40.90 W, 38, 62744 MiB
2026-09-02T17:00:54Z,39.38 W, 40, 53482 MiB
2026-09-02T17:00:54Z,43.49 W, 38, 52554 MiB
2026-09-02T17:00:54Z,40.46 W, 40, 54134 MiB
2026-09-02T17:00:54Z,40.99 W, 38, 62744 MiB
2026-09-02T17:00:55Z,39.36 W, 40, 53482 MiB
2026-09-02T17:00:55Z,43.39 W, 38, 52554 MiB
2026-09-02T17:00:55Z,40.45 W, 40, 54134 MiB
2026-09-02T17:00:55Z,40.89 W, 38, 62744 MiB
2026-09-02T17:00:56Z,39.37 W, 40, 53482 MiB
2026-09-02T17:00:56Z,43.29 W, 38, 52554 MiB
2026-09-02T17:00:56Z,40.47 W, 40, 54134 MiB
2026-09-02T17:00:56Z,41.39 W, 38, 62744 MiB
2026-09-02T17:00:57Z,39.38 W, 40, 53482 MiB
2026-09-02T17:00:57Z,43.49 W, 38, 52554 MiB
2026-09-02T17:00:57Z,40.37 W, 40, 54134 MiB
2026-09-02T17:00:57Z,41.29 W, 38, 62744 MiB
2026-09-02T17:00:58Z,39.38 W, 40, 53482 MiB
2026-09-02T17:00:58Z,43.49 W, 38, 52554 MiB
2026-09-02T17:00:58Z,40.26 W, 40, 54134 MiB
2026-09-02T17:00:58Z,41.29 W, 38, 62744 MiB
2026-09-02T17:00:59Z,39.27 W, 39, 53482 MiB
2026-09-02T17:00:59Z,43.29 W, 38, 52554 MiB
2026-09-02T17:00:59Z,40.26 W, 40, 54134 MiB
2026-09-02T17:00:59Z,41.28 W, 38, 62744 MiB
2026-09-02T17:01:00Z,39.19 W, 39, 53482 MiB
2026-09-02T17:01:00Z,43.20 W, 38, 52554 MiB
2026-09-02T17:01:00Z,40.16 W, 40, 54134 MiB
2026-09-02T17:01:00Z,41.19 W, 38, 62744 MiB
2026-09-02T17:01:01Z,39.29 W, 39, 53482 MiB
2026-09-02T17:01:01Z,43.30 W, 38, 52554 MiB
2026-09-02T17:01:01Z,40.16 W, 40, 54134 MiB
2026-09-02T17:01:01Z,41.10 W, 38, 62744 MiB
2026-09-02T17:01:02Z,39.46 W, 39, 53482 MiB
2026-09-02T17:01:02Z,43.09 W, 38, 52554 MiB
2026-09-02T17:01:02Z,40.26 W, 40, 54134 MiB
2026-09-02T17:01:02Z,41.18 W, 37, 62744 MiB
2026-09-02T17:01:03Z,39.36 W, 39, 53482 MiB
2026-09-02T17:01:03Z,43.09 W, 38, 52554 MiB
2026-09-02T17:01:03Z,40.25 W, 39, 54134 MiB
2026-09-02T17:01:03Z,41.18 W, 37, 62744 MiB
2026-09-02T17:01:04Z,39.29 W, 39, 53482 MiB
2026-09-02T17:01:04Z,43.10 W, 37, 52554 MiB
2026-09-02T17:01:04Z,40.06 W, 39, 54134 MiB
2026-09-02T17:01:04Z,41.09 W, 37, 62744 MiB
2026-09-02T17:01:05Z,39.19 W, 39, 53482 MiB
2026-09-02T17:01:05Z,43.00 W, 37, 52554 MiB
2026-09-02T17:01:05Z,40.06 W, 39, 54134 MiB
2026-09-02T17:01:05Z,41.10 W, 37, 62744 MiB
2026-09-02T17:01:06Z,39.28 W, 39, 53482 MiB
2026-09-02T17:01:06Z,42.99 W, 37, 52554 MiB
2026-09-02T17:01:06Z,40.05 W, 39, 54134 MiB
2026-09-02T17:01:06Z,40.98 W, 37, 62744 MiB
2026-09-02T17:01:07Z,39.18 W, 39, 53482 MiB
2026-09-02T17:01:07Z,43.11 W, 37, 52554 MiB
2026-09-02T17:01:07Z,40.07 W, 39, 54134 MiB
2026-09-02T17:01:07Z,40.89 W, 37, 62744 MiB
2026-09-02T17:01:08Z,39.19 W, 39, 53482 MiB
2026-09-02T17:01:08Z,42.90 W, 37, 52554 MiB
2026-09-02T17:01:08Z,40.06 W, 39, 54134 MiB
2026-09-02T17:01:08Z,41.00 W, 37, 62744 MiB
2026-09-02T17:01:09Z,39.08 W, 39, 53482 MiB
2026-09-02T17:01:09Z,42.90 W, 37, 52554 MiB
2026-09-02T17:01:09Z,39.97 W, 39, 54134 MiB
2026-09-02T17:01:09Z,40.89 W, 37, 62744 MiB
2026-09-02T17:01:10Z,39.06 W, 38, 53482 MiB
2026-09-02T17:01:10Z,42.90 W, 37, 52554 MiB
2026-09-02T17:01:10Z,39.97 W, 39, 54134 MiB
2026-09-02T17:01:10Z,41.10 W, 37, 62744 MiB
2026-09-02T17:01:11Z,39.09 W, 38, 53482 MiB
2026-09-02T17:01:11Z,42.79 W, 37, 52554 MiB
2026-09-02T17:01:11Z,40.07 W, 39, 54134 MiB
2026-09-02T17:01:11Z,40.89 W, 37, 62744 MiB
2026-09-02T17:01:12Z,38.98 W, 38, 53482 MiB
2026-09-02T17:01:12Z,42.90 W, 37, 52554 MiB
2026-09-02T17:01:12Z,39.97 W, 39, 54134 MiB
2026-09-02T17:01:12Z,41.29 W, 37, 62744 MiB
2026-09-02T17:01:13Z,38.96 W, 38, 53482 MiB
2026-09-02T17:01:13Z,42.79 W, 37, 52554 MiB
2026-09-02T17:01:13Z,39.97 W, 39, 54134 MiB
2026-09-02T17:01:13Z,41.08 W, 37, 62744 MiB
2026-09-02T17:01:14Z,38.97 W, 38, 53482 MiB
2026-09-02T17:01:14Z,42.79 W, 37, 52554 MiB
2026-09-02T17:01:14Z,40.07 W, 39, 54134 MiB
2026-09-02T17:01:14Z,40.89 W, 36, 62744 MiB
2026-09-02T17:01:15Z,38.98 W, 38, 53482 MiB
2026-09-02T17:01:15Z,42.80 W, 36, 52554 MiB
2026-09-02T17:01:15Z,39.87 W, 38, 54134 MiB
2026-09-02T17:01:15Z,41.10 W, 36, 62744 MiB
2026-09-02T17:01:16Z,38.77 W, 38, 53482 MiB
2026-09-02T17:01:16Z,42.69 W, 36, 52554 MiB
2026-09-02T17:01:16Z,40.07 W, 38, 54134 MiB
2026-09-02T17:01:16Z,41.00 W, 36, 62744 MiB
2026-09-02T17:01:17Z,38.66 W, 38, 53482 MiB
2026-09-02T17:01:17Z,42.69 W, 36, 52554 MiB
2026-09-02T17:01:17Z,40.07 W, 38, 54134 MiB
2026-09-02T17:01:17Z,40.80 W, 36, 62744 MiB
2026-09-02T17:01:18Z,38.77 W, 38, 53482 MiB
2026-09-02T17:01:18Z,42.69 W, 36, 52554 MiB
2026-09-02T17:01:18Z,39.97 W, 38, 54134 MiB
2026-09-02T17:01:18Z,40.90 W, 36, 62744 MiB
2026-09-02T17:01:19Z,38.68 W, 38, 53482 MiB
2026-09-02T17:01:19Z,42.90 W, 36, 52554 MiB
2026-09-02T17:01:19Z,39.89 W, 38, 54134 MiB
2026-09-02T17:01:19Z,40.80 W, 36, 62744 MiB
2026-09-02T17:01:20Z,38.58 W, 38, 53482 MiB
2026-09-02T17:01:20Z,42.78 W, 36, 52554 MiB
2026-09-02T17:01:20Z,40.07 W, 38, 54134 MiB
2026-09-02T17:01:20Z,40.70 W, 36, 62744 MiB
2026-09-02T17:01:21Z,38.57 W, 38, 53482 MiB
2026-09-02T17:01:21Z,42.69 W, 36, 52554 MiB
2026-09-02T17:01:21Z,39.87 W, 38, 54134 MiB
2026-09-02T17:01:21Z,40.60 W, 36, 62744 MiB
2026-09-02T17:01:22Z,38.68 W, 38, 53482 MiB
2026-09-02T17:01:22Z,42.49 W, 36, 52554 MiB
2026-09-02T17:01:22Z,39.87 W, 38, 54134 MiB
2026-09-02T17:01:22Z,40.50 W, 36, 62744 MiB
2026-09-02T17:01:23Z,38.58 W, 38, 53482 MiB
2026-09-02T17:01:23Z,42.40 W, 36, 52554 MiB
2026-09-02T17:01:23Z,39.87 W, 38, 54134 MiB
2026-09-02T17:01:23Z,40.60 W, 36, 62744 MiB
2026-09-02T17:01:24Z,38.56 W, 37, 53482 MiB
2026-09-02T17:01:24Z,42.49 W, 36, 52554 MiB
2026-09-02T17:01:24Z,39.78 W, 38, 54134 MiB
2026-09-02T17:01:24Z,40.59 W, 36, 62744 MiB
2026-09-02T17:01:25Z,38.68 W, 37, 53482 MiB
2026-09-02T17:01:25Z,42.40 W, 36, 52554 MiB
2026-09-02T17:01:25Z,39.77 W, 38, 54134 MiB
2026-09-02T17:01:25Z,40.50 W, 36, 62744 MiB
2026-09-02T17:01:26Z,38.89 W, 37, 53482 MiB
2026-09-02T17:01:26Z,42.30 W, 36, 52554 MiB
2026-09-02T17:01:26Z,39.77 W, 38, 54134 MiB
2026-09-02T17:01:26Z,40.50 W, 36, 62744 MiB
2026-09-02T17:01:27Z,38.77 W, 37, 53482 MiB
2026-09-02T17:01:27Z,42.30 W, 36, 52554 MiB
2026-09-02T17:01:27Z,39.47 W, 38, 54134 MiB
2026-09-02T17:01:27Z,40.60 W, 36, 62744 MiB
2026-09-02T17:01:28Z,38.68 W, 37, 53482 MiB
2026-09-02T17:01:28Z,42.21 W, 36, 52554 MiB
2026-09-02T17:01:28Z,39.47 W, 38, 54134 MiB
2026-09-02T17:01:28Z,40.50 W, 36, 62744 MiB
2026-09-02T17:01:29Z,38.58 W, 37, 53482 MiB
2026-09-02T17:01:29Z,42.30 W, 36, 52554 MiB
2026-09-02T17:01:29Z,39.47 W, 38, 54134 MiB
2026-09-02T17:01:29Z,40.41 W, 36, 62744 MiB
2026-09-02T17:01:30Z,38.59 W, 37, 53482 MiB
2026-09-02T17:01:30Z,42.21 W, 36, 52554 MiB
2026-09-02T17:01:30Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:30Z,40.50 W, 35, 62744 MiB
2026-09-02T17:01:31Z,38.49 W, 37, 53482 MiB
2026-09-02T17:01:31Z,42.21 W, 35, 52554 MiB
2026-09-02T17:01:31Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:31Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:32Z,38.57 W, 37, 53482 MiB
2026-09-02T17:01:32Z,42.30 W, 35, 52554 MiB
2026-09-02T17:01:32Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:32Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:33Z,38.49 W, 37, 53482 MiB
2026-09-02T17:01:33Z,42.30 W, 35, 52554 MiB
2026-09-02T17:01:33Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:33Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:34Z,38.49 W, 37, 53482 MiB
2026-09-02T17:01:34Z,42.21 W, 35, 52554 MiB
2026-09-02T17:01:34Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:34Z,40.49 W, 35, 62744 MiB
2026-09-02T17:01:35Z,38.47 W, 37, 53482 MiB
2026-09-02T17:01:35Z,42.21 W, 35, 52554 MiB
2026-09-02T17:01:35Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:35Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:36Z,38.39 W, 37, 53482 MiB
2026-09-02T17:01:36Z,42.21 W, 35, 52554 MiB
2026-09-02T17:01:36Z,39.38 W, 37, 54134 MiB
2026-09-02T17:01:36Z,40.60 W, 35, 62744 MiB
2026-09-02T17:01:37Z,38.88 W, 37, 53482 MiB
2026-09-02T17:01:37Z,42.21 W, 35, 52554 MiB
2026-09-02T17:01:37Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:37Z,40.59 W, 35, 62744 MiB
2026-09-02T17:01:38Z,38.76 W, 37, 53482 MiB
2026-09-02T17:01:38Z,42.11 W, 35, 52554 MiB
2026-09-02T17:01:38Z,39.38 W, 37, 54134 MiB
2026-09-02T17:01:38Z,40.60 W, 35, 62744 MiB
2026-09-02T17:01:39Z,38.77 W, 37, 53482 MiB
2026-09-02T17:01:39Z,42.21 W, 35, 52554 MiB
2026-09-02T17:01:39Z,39.37 W, 37, 54134 MiB
2026-09-02T17:01:39Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:40Z,38.78 W, 37, 53482 MiB
2026-09-02T17:01:40Z,42.20 W, 35, 52554 MiB
2026-09-02T17:01:40Z,39.59 W, 37, 54134 MiB
2026-09-02T17:01:40Z,40.40 W, 35, 62744 MiB
2026-09-02T17:01:41Z,38.67 W, 37, 53482 MiB
2026-09-02T17:01:41Z,42.00 W, 35, 52554 MiB
2026-09-02T17:01:41Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:41Z,40.50 W, 35, 62744 MiB
2026-09-02T17:01:42Z,38.76 W, 37, 53482 MiB
2026-09-02T17:01:42Z,42.10 W, 35, 52554 MiB
2026-09-02T17:01:42Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:42Z,40.40 W, 35, 62744 MiB
2026-09-02T17:01:43Z,38.67 W, 37, 53482 MiB
2026-09-02T17:01:43Z,42.40 W, 35, 52554 MiB
2026-09-02T17:01:43Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:43Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:44Z,38.78 W, 37, 53482 MiB
2026-09-02T17:01:44Z,42.30 W, 35, 52554 MiB
2026-09-02T17:01:44Z,39.47 W, 37, 54134 MiB
2026-09-02T17:01:44Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:45Z,38.78 W, 36, 53482 MiB
2026-09-02T17:01:45Z,42.20 W, 35, 52554 MiB
2026-09-02T17:01:45Z,39.28 W, 37, 54134 MiB
2026-09-02T17:01:45Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:46Z,38.69 W, 36, 53482 MiB
2026-09-02T17:01:46Z,42.12 W, 35, 52554 MiB
2026-09-02T17:01:46Z,39.39 W, 37, 54134 MiB
2026-09-02T17:01:46Z,40.41 W, 35, 62744 MiB
2026-09-02T17:01:47Z,38.77 W, 36, 53482 MiB
2026-09-02T17:01:47Z,42.11 W, 35, 52554 MiB
2026-09-02T17:01:47Z,39.38 W, 37, 54134 MiB
2026-09-02T17:01:47Z,40.31 W, 35, 62744 MiB
2026-09-02T17:01:48Z,38.96 W, 36, 53482 MiB
2026-09-02T17:01:48Z,42.11 W, 35, 52554 MiB
2026-09-02T17:01:48Z,39.28 W, 37, 54134 MiB
2026-09-02T17:01:48Z,40.31 W, 35, 62744 MiB
2026-09-02T17:01:49Z,38.86 W, 36, 53482 MiB
2026-09-02T17:01:49Z,42.01 W, 35, 52554 MiB
2026-09-02T17:01:49Z,39.38 W, 37, 54134 MiB
2026-09-02T17:01:49Z,40.31 W, 35, 62744 MiB
2026-09-02T17:01:50Z,38.78 W, 36, 53482 MiB
2026-09-02T17:01:50Z,42.02 W, 35, 52554 MiB
2026-09-02T17:01:50Z,39.30 W, 36, 54134 MiB
2026-09-02T17:01:50Z,40.22 W, 35, 62744 MiB
2026-09-02T17:01:51Z,38.66 W, 36, 53482 MiB
2026-09-02T17:01:51Z,42.11 W, 35, 52554 MiB
2026-09-02T17:01:51Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:51Z,40.30 W, 35, 62744 MiB
2026-09-02T17:01:52Z,38.68 W, 36, 53482 MiB
2026-09-02T17:01:52Z,42.01 W, 35, 52554 MiB
2026-09-02T17:01:52Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:52Z,40.31 W, 35, 62744 MiB
2026-09-02T17:01:53Z,38.67 W, 36, 53482 MiB
2026-09-02T17:01:53Z,42.10 W, 35, 52554 MiB
2026-09-02T17:01:53Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:53Z,40.21 W, 35, 62744 MiB
2026-09-02T17:01:54Z,38.68 W, 36, 53482 MiB
2026-09-02T17:01:54Z,42.01 W, 34, 52554 MiB
2026-09-02T17:01:54Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:54Z,40.31 W, 35, 62744 MiB
2026-09-02T17:01:55Z,38.66 W, 36, 53482 MiB
2026-09-02T17:01:55Z,42.01 W, 34, 52554 MiB
2026-09-02T17:01:55Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:55Z,40.21 W, 34, 62744 MiB
2026-09-02T17:01:56Z,38.68 W, 36, 53482 MiB
2026-09-02T17:01:56Z,42.01 W, 34, 52554 MiB
2026-09-02T17:01:56Z,39.08 W, 36, 54134 MiB
2026-09-02T17:01:56Z,40.31 W, 34, 62744 MiB
2026-09-02T17:01:57Z,38.58 W, 36, 53482 MiB
2026-09-02T17:01:57Z,41.92 W, 34, 52554 MiB
2026-09-02T17:01:57Z,39.18 W, 36, 54134 MiB
2026-09-02T17:01:57Z,40.41 W, 34, 62744 MiB
2026-09-02T17:01:58Z,38.66 W, 36, 53482 MiB
2026-09-02T17:01:58Z,41.92 W, 34, 52554 MiB
2026-09-02T17:01:58Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:58Z,40.49 W, 34, 62744 MiB
2026-09-02T17:01:59Z,38.67 W, 36, 53482 MiB
2026-09-02T17:01:59Z,41.92 W, 34, 52554 MiB
2026-09-02T17:01:59Z,39.28 W, 36, 54134 MiB
2026-09-02T17:01:59Z,40.49 W, 34, 62744 MiB
2026-09-02T17:02:00Z,38.58 W, 36, 53482 MiB
2026-09-02T17:02:00Z,41.93 W, 34, 52554 MiB
2026-09-02T17:02:00Z,39.29 W, 36, 54134 MiB
2026-09-02T17:02:00Z,40.41 W, 34, 62744 MiB
2026-09-02T17:02:01Z,38.58 W, 36, 53482 MiB
2026-09-02T17:02:01Z,41.91 W, 34, 52554 MiB
2026-09-02T17:02:01Z,39.39 W, 36, 54134 MiB
2026-09-02T17:02:01Z,40.50 W, 34, 62744 MiB
2026-09-02T17:02:02Z,38.57 W, 36, 53482 MiB
2026-09-02T17:02:02Z,41.90 W, 34, 52554 MiB
2026-09-02T17:02:02Z,39.38 W, 36, 54134 MiB
2026-09-02T17:02:02Z,40.41 W, 34, 62744 MiB
2026-09-02T17:02:03Z,38.56 W, 36, 53482 MiB
2026-09-02T17:02:03Z,41.92 W, 34, 52554 MiB
2026-09-02T17:02:03Z,39.38 W, 36, 54134 MiB
2026-09-02T17:02:03Z,40.30 W, 34, 62744 MiB
2026-09-02T17:02:04Z,38.49 W, 36, 53482 MiB
2026-09-02T17:02:04Z,41.92 W, 34, 52554 MiB
2026-09-02T17:02:04Z,39.29 W, 36, 54134 MiB
2026-09-02T17:02:04Z,40.31 W, 34, 62744 MiB
2026-09-02T17:02:05Z,38.58 W, 36, 53482 MiB
2026-09-02T17:02:05Z,41.90 W, 34, 52554 MiB
2026-09-02T17:02:05Z,39.28 W, 36, 54134 MiB
2026-09-02T17:02:05Z,40.30 W, 34, 62744 MiB
2026-09-02T17:02:06Z,38.57 W, 36, 53482 MiB
2026-09-02T17:02:06Z,42.21 W, 34, 52554 MiB
2026-09-02T17:02:06Z,39.17 W, 36, 54134 MiB
2026-09-02T17:02:06Z,40.21 W, 34, 62744 MiB
2026-09-02T17:02:07Z,38.57 W, 36, 53482 MiB
2026-09-02T17:02:07Z,42.11 W, 34, 52554 MiB
2026-09-02T17:02:07Z,39.28 W, 36, 54134 MiB
2026-09-02T17:02:07Z,40.21 W, 34, 62744 MiB
2026-09-02T17:02:08Z,38.58 W, 36, 53482 MiB
2026-09-02T17:02:08Z,42.10 W, 34, 52554 MiB
2026-09-02T17:02:08Z,39.18 W, 36, 54134 MiB
2026-09-02T17:02:08Z,40.21 W, 34, 62744 MiB
2026-09-02T17:02:09Z,38.57 W, 36, 53482 MiB
2026-09-02T17:02:09Z,42.01 W, 34, 52554 MiB
2026-09-02T17:02:09Z,39.19 W, 36, 54134 MiB
2026-09-02T17:02:09Z,40.29 W, 34, 62744 MiB
2026-09-02T17:02:10Z,38.57 W, 36, 53482 MiB
2026-09-02T17:02:10Z,41.92 W, 34, 52554 MiB
2026-09-02T17:02:10Z,39.17 W, 36, 54134 MiB
